03848P,國泰金元大03售02
077624,帆宣永豐05購02
08748P,台積電元富07售02
067528,聚陽群益01購01
069622,創意統一03購02
074832,創意元富04購01
077305,上証2X富邦07購02
078263,GIS群益07購01
064028,大毅元大01購01
078603,台郡元大06購02
00710B,FH彭博高收益債
068893,友達元大04購01
068915,聯詠群益03購01
076999,世芯國票06購01
05117P,台灣50凱基06售06
065246,旭富兆豐01購01
065564,臺指反群益02購01
066334,京城銀永豐01購01
070538,貿聯統一03購01
072805,力成國票05購01
074861,華新科第一04購01
075586,中壽國票06購01
076713,寶成永豐05購01
076958,滬深2X群益06購02
077889,正文國票07購01
03060P,微星凱基01售01
04626P,上緯控國票06售02
04962P,台積電富邦06售04
05378P,台灣50兆豐07售01
066195,臺股指凱基03購04
066277,敦泰元大01購02
074092,祥碩富邦06購01
075368,茂林國票05購02
075891,景碩凱基05購02
075924,嘉聯益元大06購01
077445,元石油國票07購02
04016P,台灣50凱基06售01
05265P,華邦電凱基06售03
064255,泰碩國泰02購01
074200,聯茂中信04購01
078996,國巨凱基0C購01
08824P,微星元大01售03
04230P,台積電元富07售29
04452P,上証2X群益04售03
062669,微星中信03購01
064114,南茂國票01購01
071461,冠德永豐03購01
075774,統一凱基05購01
065301,聯發科元富03購03
077186,聯電永豐05購06
059464,台灣50元大9C購08
061610,力成統一9C購01
068051,玉晶光統一03購01
070260,華新元富03購02
071344,可成元富07購06
073999,康舒元富08購01
074839,永豐餘群益04購01
076535,華立元大05購02
059204,台灣50元大01購02
064303,新光金兆豐01購01
064775,和大群益01購01
065218,世芯國泰02購02
065735,矽格凱基01購02
065833,中租凱基02購01
065928,創意國票02購01
072140,美律元大04購02
04238P,亞德客元大04售01
04298P,奇鋐國票05售01
067774,同欣電統一02購01
069431,美律群益02購02
070874,奇鋐元富08購02
073511,華通國票05購02
03461P,聯發科國票03售04
065335,玉晶光台新9C購03
072310,大立光統一04購05
072741,京元電元大03購03
03198P,台積電統一01售15
070900,為升元大04購01
071674,精元凱基04購01
079421,彩晶永豐06購04
079527,聯發科元大06購12
068077,晶技凱基02購01
070185,京元電群益02購02
076193,欣興元富05購06
077781,東鋼凱基06購01
078576,台達電元大07購02
079531,長榮元大06購09
1802,台玻
3535,晶彩科
064501,大立光元大01購02
068336,瀚宇博元大01購05
073614,南亞科統一05購04
077735,台積電富邦09購01
08929P,可成元富07售04
03112P,GIS元大01售03
071731,仲琦群益03購01
071876,南帝凱基03購02
076751,愛普凱基05購03
077009,長榮康和05購02
077684,新唐凱基06購01
078805,華新科凱基06購04
1225,福懋油
03189P,玉晶光元大03售05
05336P,立積元大06售05
071852,旺宏元富09購02
1786,科妍
072683,日月光富邦05購01
074298,健策兆豐04購02
074882,海悅國票05購01
07563P,台灣50中信04售01
08545P,南電國泰01售02
069561,力山康和02購01
071102,T50反1國票04購01
072538,群創元大03購10
076152,訊芯凱基06購01
064612,聯電元大01購01
070358,凌陽國票03購01
070948,智伸科群益04購01
067563,上緯控國票02購01
068129,宏碁統一03購01
069274,禾伸堂永豐02購01
069759,大立光兆豐03購04
073192,欣陸康和04購01
074324,華新科元大04購04
076827,新興永豐05購01
04733P,上緯控元富05售03
070265,國巨元富08購06
4746,台耀
068078,緯創凱基02購01
072167,順德永豐03購02
079114,聯發科凱基08購03
067394,國巨永豐01購01
069623,臻鼎統一04購01
074762,台灣50凱基05購07
075738,道瓊反富邦06購01
08860P,鴻海統一01售06
05233P,臺股指群益06售04
069418,彩晶統一04購01
073098,聯發科統一05購05
074918,大成鋼元大04購03
077738,台玻永豐06購01
079541,臺指反群益08購01
2472,立隆電
3094,聯傑
4562,穎漢
062787,超眾元大9C購02
069184,富邦金麥證02購01
03987P,巨大凱基03售02
066491,麗豐元富01購01
069612,聯電統一04購03
075598,道瓊銀凱基05購04
076361,訊芯群益05購01
076567,嘉聯益富邦06購02
078597,日月光元大06購02
04713P,臺股指麥證05售05
066941,滬深2X元大03購01
075816,聲寶國票06購01
077099,亞光兆豐05購01
078606,惠特元大06購02
059337,台灣50凱基9C購05
069110,台灣50群益02購11
078719,鴻海統一07購02
076302,義隆元富05購02
079441,T50反1元富0A購01
00688L,國泰20年美債正2
065138,上銀凱基02購01
065863,臺股指元大9C購37
064438,大立光凱基01購03
068905,巨大元大03購01
069896,台積電元大02購35
073633,奇鋐永豐04購01
077547,長榮航國票06購01
077613,南電富邦08購01
078951,全新元富0C購02
079336,中石化麥證06購01
1342,八貫
3034,聯詠
03558P,矽創元大02售01
057892,上証2X元富02購01
064223,日電貿國票01購01
05245P,旺宏國票06售03
062777,鴻海元大9C購03
069699,華碩元富02購01
073414,大立光國泰06購02
079324,彩晶兆豐06購02
08704P,台灣50群益01售03
04077P,祥碩元富05售04
04562P,大成鋼國票06售01
066537,全新兆豐01購01
067182,鴻海凱基02購05
068260,道瓊銀富邦07購01
075319,晶豪科元大07購01
079188,開發金中信07購01
066380,瑞昱康和01購02
076065,滬深2X元富05購03
078847,亞德客統一08購01
070600,聯發科國票03購12
071886,臺股指麥證03購06
075743,世紀鋼富邦06購02
062002,鴻海國泰01購01
067146,台達電統一02購01
068965,泰碩群益02購01
070674,華邦電群益03購02
074647,可成國票05購05
03029P,玉晶光元大02售05
063554,GIS國票9C購03
067663,神隆元大01購03
069115,金像電群益02購01
069181,上銀麥證02購01
070464,國巨群益03購03
070694,國喬凱基04購01
073828,滬深2X元大07購02
074141,大立光元大04購16
059899,上証2X元大9C購04
064020,華通元大01購01
070610,A50正2元富08購01
071259,滬深2X凱基06購01
076986,世芯元大07購01
069369,SP黃豆元大03購01
077528,台積電凱基05購14
08308P,聯發科凱基01售03
072145,TPK元大04購01
03246P,上証2X元富02售02
069593,國巨國票04購01
071309,群創元大05購02
071930,精元國泰04購01
074284,正文群益04購02
076403,材料永豐05購01
03468B,臺股指凱基09熊01
062581,鴻海統一01購02
065614,緯穎元大01購02
069238,台橡凱基02購01
079313,信邦永豐06購01
08379P,台積電國泰02售02
03700C,臺股指元大03牛17
04720P,景碩凱基05售03
063619,聯發科兆豐01購01
070374,聯發科統一04購06
074294,友達兆豐04購02
075467,臺股指群益05購01
04668P,聯電凱基05售08
070348,樺漢元大02購04
04384P,聯發科凱基04售09
067835,微星統一02購02
072047,國巨統一05購01
072949,台積電國票05購07
073386,日月光統一05購01
075810,S&P反1國票06購01
1904,正隆
2023,燁輝
070255,玉晶光統一04購01
070869,鴻海元富08購07
074704,立積元富0A購01
075285,聯發科凱基06購05
076491,欣興國票06購04
00861,元大全球未來通訊
03437P,道瓊銀凱基05售03
05469P,臺股指元大07售07
062875,瑞昱兆豐9C購01
073772,智易兆豐04購02
03459P,台積電國票03售08
066214,惠特統一03購02
05114P,玉晶光元富06售03
069924,樺漢凱基02購02
071377,台塑凱基03購01
03998P,臺股指群益03售13
064083,群創中信06購01
064666,華新科元大02購01
072000,信錦永豐03購01
072968,嘉澤統一05購01
078008,嘉晶永豐06購01
2455,全新
3014,聯陽
057576,南亞科第一9C購01
064539,玉晶光麥證01購01
067611,拓凱凱基02購01
072371,德律元大03購02
077398,奇鋐凱基05購03
079517,上銀元大06購03
03917P,華擎群益04售01
05161P,世芯統一07售01
069645,智易康和02購01
069804,南電凱基02購06
075144,大成鋼元大05購01
03147P,台灣50群益03售02
066638,聚碩凱基01購01
070889,智伸科凱基04購01
071950,盛群國票04購01
077026,嘉澤凱基05購03
066474,微星麥證01購01
067809,聯發科凱基01購17
068634,台積電凱基03購08
072349,大立光群益03購13
075508,南六元大05購02
076158,台塑元大05購01
078870,FBVIX元大06購04
08989P,玉晶光國票03售01
2542,興富發
068768,台積電統一05購01
066591,華新科群益01購05
069822,鈺齊國票03購01
069903,宏達電元大02購05
073120,S&P正2元大05購01
073222,康那香凱基04購01
075165,金像電元富05購02
08908P,義隆凱基01售05
00680L,元大美債20正2
067312,欣興元大02購01
067455,T50反1國泰03購01
068734,瑞儀元大02購02
070539,貿聯統一04購02
071463,玉晶光永豐03購04
073610,嘉晶國票05購01
077206,華邦電兆豐06購01
079315,嘉聯益永豐06購02
03995P,FBVIX群益03售01
04651P,景碩群益05售02
069497,臺股指元大02購15
072937,和潤元大07購01
074381,金像電國泰06購01
1541,錩泰
2338,光罩
064401,台達電凱基06購01
064504,玉晶光元大01購02
069064,友達麥證02購01
075531,台積電國票09購01
077817,A50正2元大06購01
065794,麗豐永豐9C購01
066585,臺指反群益01購01
067322,達方元大01購01
073044,嘉澤元富07購01
03797P,裕隆國票04售01
05223P,T50正2群益06售03
060082,臺指反元大9C購06
066693,T50反1群益02購03
075190,聯發科元大06購02
076903,臺指反國票08購01
078730,岱宇元富07購01
068567,聯發科元大01購32
071977,信錦國票04購01
075799,奇力新元大05購04
076433,長榮國票06購01
062713,台灣50凱基02購03
063359,泰鼎國泰01購01
066958,日月光元大01購02
068627,同欣電群益02購01
069811,國產國票03購02
075460,國揚群益05購01
1323,永裕
04355P,聯發科元富0A售04
064857,T50反1富邦01購02
069400,聯電統一03購06
076940,長榮富邦06購01
079070,嘉晶富邦06購01
2408,南亞科
04402P,緯穎國票05售02
05293P,聯電元大06售16
065010,國巨國泰01購04
065334,立積國票01購02
069233,聯電康和02購03
070096,精成科永豐02購03
070099,滬深2X元大03購10
08318P,台積電台新01售01
03199P,台積電統一01售16
066324,仲琦永豐01購01
067781,SP黃豆群益01購02
071181,SP黃豆元大03購06
072793,友訊國票04購02
076217,健策富邦06購01
077298,聯電麥證05購03
078240,精成科元富0C購01
059768,上証2X群益9C購02
073472,華新科元大04購03
073672,寶齡凱基04購01
078524,宏碁凱基06購01
05129P,南電統一07售04
065315,玉晶光中信03購02
066021,華通群益02購03
074349,台積電統一07購02
08728P,緯穎群益01售01
2354,鴻準
6698,旭暉應材
04080P,群臺2X群益03售01
04132P,亞德客兆豐03售02
04907P,南電康和05售01
058491,滬深2X群益01購01
065645,嘉晶元大01購02
073405,可成元富07購09
074693,鴻海元富04購01
076660,鴻海元富05購02
2882B,國泰金乙特
070774,可成第一03購01
072473,仁寶永豐03購01
062830,玉晶光群益01購05
076498,台積電凱基06購05
077163,聯發科元大05購14
077401,上緯控凱基06購03
079765,南紡富邦07購01
077004,祥碩國票06購04
077158,聯電元大05購09
04170P,聚陽元大03售03
068453,台積電國票03購03
071765,牧德元大03購03
071774,康那香元大04購01
077615,中興電永豐06購01
077797,同欣電凱基07購01
1720,生達
03707C,台積電凱基05牛05
04510P,聯電國票04售07
070965,美律凱基03購02
071410,滬深2X群益03購09
079157,中工元大08購01
063142,奇力新統一9C購04
064838,旭富統一01購01
067167,鴻海麥證01購02
068004,玉晶光元大02購04
076176,台表科元大05購04
03600P,聯詠凱基02售07
077910,聯茂凱基07購01
078930,長榮永豐06購04
062303,台表科中信01購01
064451,技嘉統一01購02
066736,京鼎元大01購02
071576,鴻海群益03購07
059894,台灣50元大9C購19
068703,瑞昱國票03購01
077932,群創群益09購01
08552P,華新科群益9C售04
6743,安普新
070562,可成國票03購03
065632,正崴國票01購01
073995,京元電元富0A購01
059523,滬深2X凱基9C購04
072748,眾達元大03購02
075454,SGBR2X群益05購02
076129,日月光兆豐05購02
077526,大成鋼凱基05購04
08556P,臺股指中信01售08
03068P,美律群益01售03
03577P,創意元富08售03
04437P,台積電國泰07售04
05195P,圓剛元富0C售02
05485P,榮成元富06售02
061143,道瓊指中信9C購04
064249,聯發科元富06購01
066191,惠特凱基01購02
066565,泰鼎元大01購01
067549,聯電中信03購01
068005,玉晶光元大03購02
068136,香港2X元大01購01
03732P,台積電元富08售22
05106P,南電國泰08售01
05454P,國巨元富06售05
071239,友訊永豐03購01
071742,國巨永豐03購02
072010,健策永豐03購01
08670P,健策統一01售01
069059,鴻海麥證02購01
069402,聯電統一04購02
071120,智易兆豐04購01
072549,台積電國票05購05
073290,南六永豐04購01
08620P,聯發科群益9C售15
08813P,聯發科群益01售02
068301,華通國票03購02
069845,牧德群益02購05
074427,上銀凱基04購04
074847,瑞軒群益04購01
071864,彩晶凱基04購03
072176,臺股指永豐03購02
074543,晶碩元大06購01
075800,奇力新元大05購05
077414,金像電元富05購04
071527,國喬國票04購01
072121,華通統一04購03
072669,祥碩元大04購01
073173,台玻國票05購01
00669R,國泰美國道瓊反1
071892,國喬元富09購02
073095,台積電統一07購01
073158,合勤控元大04購01
076520,中興電元大07購01
077977,群創元大08購01
059865,國巨凱基01購01
062495,友達中信01購02
063443,金像電統一01購02
068368,國巨富邦04購01
077773,玉晶光麥證06購01
078989,香港2X凱基07購01
1590,亞德客-KY
067232,友訊群益01購05
069491,欣興元大02購11
072941,嘉晶永豐04購01
074313,群創凱基07購01
2405,浩鑫
069717,FBVIX群益02購01
075033,康控元大05購01
076492,創意國票07購04
065655,緯穎元大9C購05
076271,華新科凱基05購08
1733,五鼎
4763,材料-KY
066779,上証2X中信03購01
068334,玉晶光元大01購14
071644,技嘉國票04購01
072778,京城銀康和04購01
076623,中興電元大06購01
065119,大立光富邦03購03
056219,T50反1日盛02購01
073389,南六統一06購01
073859,華城國票05購01
079126,滬深2X國票07購02
03808P,台灣50元大03售10
059729,群創元大9C購05
076087,瑞昱凱基05購01
079092,力麗元富06購02
04786P,台灣50群益05售05
065508,大成鋼群益01購01
070052,潤泰新永豐02購01
071209,旺宏統一03購02
074603,立積元大04購02
074672,立積永豐04購03
077614,中興電永豐05購05
078289,華邦電國票08購02
00653L,富邦印度正2
03612P,台灣50國票03售03
05310P,世芯元富06售03
067749,申豐元大01購02
072115,宏碁凱基04購02
060893,台灣50凱基01購07
065265,景碩元大9C購02
072705,超眾元富09購01
077952,同欣電元富06購01
078560,T50反1元大09購02
079005,華新科凱基07購02
068033,國產元富01購01
076421,潤泰新統一05購01
079780,茂林永豐06購01
0053,元大電子
065648,華擎元大01購02
070241,巨大國票03購01
070258,世紀鋼統一04購02
070363,可成國票03購02
072282,奇力新元大03購02
07320P,台灣50元大9C售14
04287P,同欣電元富0A售01
05219P,臺股指元大06售03
05349P,南電凱基06售04
069211,玉晶光元大03購08
072543,祥碩元大03購05
072560,新光金統一03購02
00712,FH富時不動產
064418,鴻海兆豐01購02
067622,同欣電國泰02購01
070954,力成群益03購02
073378,華通統一05購01
076259,台泥凱基05購01
076841,大成鋼群益06購01
077404,啟碁凱基05購02
079480,緯穎兆豐07購01
08537P,台光電國票01售03
04923P,南電國泰07售01
063964,瑞昱國票01購01
064101,可成群益01購01
069331,亞聚群益02購01
073955,康舒凱基04購01
074273,嘉聯益永豐04購01
075921,瀚宇博元大05購02
077566,台積電元大05購34
078150,華邦電中信0A購01
079651,大立光凱基06購10
063186,聯發科凱基9C購04
075371,奇力新兆豐06購01
077687,瑞儀凱基07購01
05380P,T50正2群益08售01
064637,元金2X凱基01購02
073129,永冠元大04購02
075427,台灣50凱基05購08
03009P,玉晶光凱基01售08
03727P,可成元大03售02
058737,鴻海第一01購01
065643,聯發科元大01購06
075730,上緯控元大05購03
079213,為升凱基06購02
03254P,台積電國泰03售09
065601,聯發科元大01購05
03307P,臺股指中信05售02
03359P,金像電群益02售04
066448,眾達群益01購01
073088,永信永豐04購01
5469,瀚宇博
05390P,長榮凱基06售07
065330,億豐凱基9C購03
069049,華邦電元富08購01
070853,正文永豐03購01
075638,南電永豐05購01
079617,世紀鋼富邦07購01
05458P,台積電凱基06售11
069576,緯穎凱基02購03
076810,世紀鋼國票06購03
05339P,聯電富邦06售05
065704,華新科群益9C購05
069790,台積電凱基04購02
070645,精元凱基03購03
073050,聯強國票05購01
077554,彩晶國票08購01
1309,台達化
03174P,台積電國票01售12
05090P,台灣50凱基05售18
065491,華新科國泰02購01
065847,嘉晶元大9C購03
075003,和鑫群益05購01
076352,智邦永豐05購01
079347,聯成凱基06購01
066687,國巨元富07購05
068534,台達電中信03購01
076139,道瓊銀凱基05購05
04990P,台積電群益05售17
066018,南六元富03購02
074676,聯電統一05購04
9955,佳龍
03273P,台積電元富08售03
04432P,臺股指國票04售14
067288,為升兆豐03購01
069098,聯發科統一03購13
070914,南電統一05購02
071771,南電元大04購01
04491P,臺指反凱基05售01
066428,健策元大02購02
073532,川湖永豐04購01
075735,華新科國泰07購02
076693,長榮國泰07購01
077806,松翰元富06購01
05436P,滬深2X元大06售08
068797,茂林凱基02購01
071547,國巨元大03購08
078015,精成科永豐06購01
08948P,臺股指國票01售05
03103P,聯發科元富01售02
04531P,華邦電凱基04售03
065758,嘉澤元大9C購03
071781,華新兆豐03購01
078223,聯詠永豐06購01
066335,潤泰全永豐01購01
072841,大立光元大04購02
074937,世紀鋼元大04購05
077763,SGBR2X群益06購01
066797,台積電凱基02購09
067983,SP黃豆元大01購03
067012,台虹永豐01購02
067134,國揚永豐01購02
074907,愛普統一04購02
076891,欣陸元大05購01
04055P,瑞昱元富06售02
065886,中磊元富9C購01
067449,微星國票02購02
068103,松翰永豐01購02
073884,創意永豐04購01
076792,台積電國票05購13
2618,長榮航
9907,統一實
063669,宏達電統一9C購01
065949,瑞昱統一01購06
076365,永豐餘凱基06購01
078920,國巨永豐06購02
3049,和鑫
069483,金像電元大02購07
072743,華新科元大03購06
08727P,健策群益01售07
1216,統一
04604P,華城元富05售01
05301P,中興電元富06售03
068571,帆宣元大01購06
074867,GIS群益04購01
077045,旺宏永豐05購02
3305,昇貿
5608,四維航
068118,欣興元富07購03
069543,台積電元大03購05
071590,華邦電凱基03購02
04493P,奇鋐凱基04售04
069496,南六元大02購03
069648,高股息凱基04購01
072031,長興元大03購03
074074,國巨元富08購11
078122,嘉晶元富0C購01
078278,京鼎國票08購01
04684P,嘉聯益元富0B售01
05053P,華新科元富05售02
069613,華通統一03購01
03357P,大立光兆豐03售03
03439P,聯電凱基02售05
065481,臻鼎元大9C購04
070483,旺宏永豐02購01
071909,南紡元大03購01
073248,上銀富邦06購01
9946,三發地產
066522,建準中信01購01
067270,精成科永豐01購01
068113,台光電元富07購01
068173,友達中信01購05
067840,滬深2X元富04購02
069391,世紀鋼元大03購02
074391,嘉澤兆豐04購02
076734,台玻凱基05購01
077507,南電兆豐05購03
08703P,華碩凱基01售02
04878P,緯穎群益05售01
071810,國巨元大04購03
078957,新興群益06購01
2115,六暉-KY
04550P,華邦電元大04售05
058654,鴻海中信03購01
065967,國巨元大01購07
066164,精元凱基01購01
077603,台積電台新05購02
08007P,國泰金中信03售02
03619P,京鼎元富02售01
060855,華新科富邦01購01
069023,台積電國票03購07
075634,欣興永豐05購02
08510P,大立光富邦03售04
08551P,台積電群益9C售12
03877P,聯發科元大03售05
04648P,嘉澤元大05售01
065567,台積電群益01購03
067180,為升凱基02購01
068556,道瓊銀元大03購01
071516,晶豪科永豐03購01
072335,聯陽永豐03購01
072457,嘉澤元大03購02
074673,力成永豐04購01
075646,元金2X中信08購01
03681C,台灣50凱基02牛02
04809P,台積電兆豐05售07
064052,創意統一01購02
066016,台表科元富01購02
068873,光寶科凱基03購01
069012,健鼎兆豐03購01
07314P,T50正2元大9C售03
075465,上緯控群益05購02
079732,國巨統一06購07
065962,鴻海元大01購04
066135,潤泰全群益02購01
066226,惠特國泰03購01
067956,玉晶光永豐01購08
069794,微星凱基04購01
073900,TPK國票05購01
03606P,台郡群益02售01
065874,智原群益9C購01
066007,大立光統一02購06
068231,聯詠元富07購04
068330,大立光元大01購19
071937,聯發科永豐03購03
075587,景碩國票06購02
3321,同泰
065502,康友富邦03購01
065525,瑞儀群益01購01
072469,大立光元富03購04
073331,義隆國票05購02
075212,聯發科凱基05購03
066509,南亞永豐01購01
077704,台積電元大06購06
078384,友達國泰08購02
1538,正峰
05120P,台積電元大06售08
05855P,滬深2X中信9C售01
067384,南六統一01購03
070637,惠特元大03購01
073966,鴻海富邦04購01
076639,聯發科元大07購03
059715,A50正2元大9C購02
074070,T50反1元富08購10
077182,世紀鋼富邦06購03
063291,緯穎元大01購01
066004,國巨統一01購11
070681,緯創群益03購02
071790,聯電群益04購02
05281P,玉晶光中信09售01
065269,貿聯元大9C購05
066665,聯詠凱基02購01
069148,牧德永豐02購02
070598,友達中信04購01
072201,精元元大04購01
075245,嘉聯益統一07購01
075788,億豐凱基05購01
067418,中化凱基01購01
068121,TPK元富03購01
069170,正文元大02購01
00715L,街口S&P布蘭特油正2
03042P,玉晶光國票04售01
063480,南六元大9C購01
063583,GIS國泰01購01
065461,台光電中信9C購01
067506,台光電統一02購04
071312,茂林元大03購03
071794,復盛群益03購01
076262,中石化凱基07購01
077371,聯發科元大05購18
078007,大毅永豐06購01
08801P,聯發科元大01售13
065490,國巨國泰02購02
073288,達運永豐04購01
08621P,景碩群益9C售01
076544,臺股指元大05購31
077971,聯詠元大06購02
03633P,台光電中信02售02
069105,南電統一04購02
03898P,鴻海國票04售02
04529P,台灣50凱基06售03
064620,大立光元大01購03
073028,可成統一06購01
3588,通嘉
067311,欣興元大01購06
067397,欣興永豐01購03
070768,奇鋐永豐03購02
071287,道瓊反國票03購02
079045,長榮元大09購01
079370,中石化元大08購02
066480,國巨元富07購02
068509,義隆台新01購01
075141,可成中信06購01
079095,華新科元富06購03
066995,盟立國泰03購01
071727,亞泥群益03購01
2616,山隆
066385,巨大康和01購01
072933,大立光元大04購05
075194,景碩元大05購03
076201,富邦金國票06購01
078024,為升凱基06購01
079401,欣興國票07購02
04218P,祥碩國票05售02
065140,國巨凱基01購02
068155,國揚元大01購03
068494,玉山金元大01購01
075451,T50反1群益05購02
076167,可成元大06購01
08793P,聯詠中信07售02
04174P,台灣50國泰07售02
067724,大立光凱基01購08
070257,瀚宇博統一04購03
079584,聯電統一06購12
03847P,美律元大03售01
061090,奇力新統一9C購01
062715,T50反1凱基03購01
065633,聯發科國票01購02
066633,總太凱基01購01
068628,台表科群益02購01
069644,華碩康和02購01
071220,大立光統一05購02
078206,台表科元大07購02
066694,深中小群益03購01
066989,聯茂群益01購01
078746,T50反1國票0A購03
065862,世紀鋼元大9C購06
067878,上証2X群益01購06
070660,矽創永豐03購01
071416,微星兆豐04購01
073315,大立光群益04購03
078776,華新科群益06購04
04263P,世紀鋼康和04售03
062198,臺指反國票01購01
065776,鴻海國泰03購01
071791,旺宏群益04購02
072747,玉晶光元大05購03
072952,晶華國票06購01
074392,日月光兆豐05購01
076681,緯創凱基05購01
077701,國巨元大06購05
064230,上銀統一01購04
08590P,智邦凱基9C售04
03067P,南亞科群益01售01
03868P,佳世達國票04售02
066233,華碩富邦02購01
067538,晶技群益01購02
070410,華新科元大02購05
076390,美食兆豐05購01
077313,松翰富邦05購01
062596,緯穎統一01購02
065799,友訊群益01購03
068972,力山元大02購01
070235,玉晶光國票03購06
072147,彩晶元大03購06
078280,臻鼎國票07購01
08778P,台積電群益01售09
075470,華邦電國泰07購02
079654,合勤控凱基08購01
065725,技嘉凱基9C購03
068441,台勝科凱基01購03
069782,百和元大02購01
073583,聯電凱基05購02
078947,可成統一07購01
066400,健策凱基02購02
067957,玉晶光永豐01購09
070178,聯發科日盛03購01
075377,瀚宇博兆豐06購01
075394,台虹永豐05購01
077019,長榮凱基05購03
077319,國巨永豐05購04
3036A,文曄甲特
04832P,創意元富05售02
057544,鴻海凱基02購01
063639,華擎元大9C購03
066760,大立光永豐01購01
067002,生達永豐01購02
068241,力山元大01購02
068266,國巨永豐01購02
075992,恆大元大07購01
079451,佳世達元富07購01
056675,聯發科元富02購01
060518,台灣50中信01購01
068984,新唐元大02購01
069527,S&P反1群益02購01
076000,微星兆豐05購01
076042,聯成國票07購01
076978,泰豐元大05購01
077152,T50反1元大05購05
064704,嘉晶國泰01購01
067670,微星元大01購06
068956,嘉聯益凱基02購01
07231P,台灣50元大01售06
073658,玉晶光兆豐05購02
074007,大立光凱基04購11
074754,智原永豐04購01
00774B,新光中國政金綠債
065393,旺宏群益9C購04
070321,大立光兆豐04購01
070523,國產元大02購02
073486,台灣50統一05購01
072362,台積電元大03購16
079123,矽創凱基06購01
08913P,臺股指凱基01售04
03968P,景碩凱基03售04
072429,矽創群益03購02
073030,華新科統一05購01
074364,富邦金國票05購02
074815,台表科統一05購01
04571P,國產國票06售01
060525,台積電中信01購04
067242,景碩群益01購03
068958,臺股指凱基04購06
075522,日月光元富05購03
078512,群創群益09購03
066166,大毅凱基02購01
067885,台積電群益02購02
069795,群光凱基02購01
069905,欣興元大02購15
070909,康舒元大04購01
071595,新唐凱基03購01
072053,宏碁元富07購02
073677,金像電凱基04購02
073736,大立光台新04購01
075811,S&P反1國票06購02
074477,合勤控永豐04購02
6164,華興
03699P,國巨元大03售04
066127,劍麟群益03購01
067309,欣興元大01購04
069302,道瓊銀凱基05購02
070295,聯華凱基03購01
070463,國巨群益03購02
07484P,台灣50凱基04售02
2538,基泰
04611P,聯發科永豐05售01
065450,同欣電統一01購03
071039,國巨元富09購02
073811,大立光統一06購05
077082,健鼎元富05購01
08781P,台灣50元大01售25
067997,美律元大01購02
068218,台光電統一02購05
069512,金像電凱基03購01
073827,元黃金元大07購02
076296,友訊元富05購01
076939,燿華富邦07購01
9927,泰銘
03975P,國揚國票03售02
063517,遠東新凱基01購01
067487,京鼎元大01購06
07184P,台灣50元富01售01
077820,SGBR2X元大06購02
079383,聯發科元大09購01
08741P,國巨凱基01售05
071257,台灣50凱基05購03
072766,緯穎國泰05購01
073163,億豐元大04購01
077563,國巨元大05購21
079491,華邦電凱基07購02
04143P,玉晶光元大04售02
068938,美利達永豐02購01
072817,祥碩元富08購01
075518,元金2X元富08購02
03004P,華擎群益02售02
03681P,台灣50永豐03售01
04726P,T50正2國票08售03
065135,和大凱基01購01
065763,台表科元大9C購14
066720,滬深2X元大01購07
076477,上緯控兆豐06購02
08679P,台灣50元大01售15
04056P,欣興元富03售01
070586,智易凱基02購02
059031,元石油中信03購01
066686,鴻海元富07購05
073971,英業達永豐04購01
076018,瑞昱元大05購02
079528,聯發科元大06購13
074110,T50反1群益05購01
1470,大統新創
3532,台勝科
059664,立積元大9C購01
064334,可成元大01購01
069035,可成統一02購02
069352,義隆國泰04購01
075769,精成科兆豐06購01
03016X,元展16
04239P,旺宏元大04售05
064411,台表科凱基02購01
067685,瀚宇博元大01購03
068630,T50反1凱基04購04
069260,申豐凱基02購02
071939,玉晶光永豐03購06
074098,TPK永豐04購01
078537,旺宏國泰08購03
9924,福興
066848,健策元大01購05
071364,滬深2X群益03購08
073309,台玻群益04購01
074696,國巨元富04購02
078919,鴻海永豐06購02
05103P,國巨統一05售05
068362,南電凱基01購06
070968,國揚凱基03購02
076780,國巨元富05購01
064900,景碩群益01購01
069570,奇鋐凱基02購03
070112,京元電元大02購04
075423,華新科中信05購01
076274,奇鋐凱基06購01
079298,祥碩元富06購04
061509,SP黃豆富邦9C購01
072041,松翰元大03購02
072775,欣興中信04購02
076672,台達電凱基05購01
076898,寶成元大05購01
08904P,為升國票03售01
03018P,華邦電群益01售03
058421,國泰金麥證01購01
067746,瀚宇博元大01購04
073089,聯陽中信04購01
074856,漢唐兆豐05購01
068063,大立光兆豐01購02
072700,上緯控群益04購03
075229,友達國票07購01
075517,立積統一08購03
068451,台積電國票01購11
074144,緯創元大04購03
079659,上銀元大06購05
065293,玉晶光群益01購07
066462,智伸科統一04購02
066702,開發金群益03購01
067194,惠特凱基01購03
078279,聯鈞國票07購01
070038,台泥永豐02購01
070153,創意元富08購02
074065,欣興統一05購02
074669,日月光永豐04購01
074880,新光鋼國票05購01
079246,友達元大09購01
03408P,南電國泰02售02
066842,卜蜂元大01購01
068294,玉晶光兆豐03購01
068548,台積電群益01購22
071681,復盛凱基03購01
073283,合勤控永豐04購01
078997,旺宏凱基07購02
05074P,奇鋐凱基05售04
075430,上銀凱基05購02
075439,智易凱基06購01
079100,智邦日盛06購01
04817P,奇鋐永豐05售02
063120,台光電元大9C購01
065809,同欣電群益9C購03
067144,上銀統一02購01
04970P,台積電凱基05售12
067301,漢唐元大01購02
075619,奇力新富邦07購01
