03848P,國泰金元大03售02
066013,友訊元富01購02
072554,大成鋼統一05購01
2498,宏達電
065264,亞光元大9C購02
066163,友訊凱基01購01
066253,泰豐元大01購01
066965,鴻海元富07購07
070628,富邦金元大03購01
071159,鴻海兆豐03購02
072649,台積電元富07購24
4934,太極
065966,國巨元大01購06
071236,惠特元富09購01
077459,國巨國票06購02
04867P,超眾元富05售02
073312,台光電群益04購02
074115,可成群益04購07
077356,美指2X元大05購01
03075P,泰碩國泰03售01
068142,鴻海元大02購02
077917,中鴻群益06購01
03374P,玉晶光元大02售06
071131,康控統一04購01
071447,啟碁統一05購01
074865,萬海群益04購02
076009,滬深2X元大08購01
069707,微星國票03購02
075463,晶技群益05購01
04369P,上銀元大04售03
068335,牧德元大03購02
071395,統一國票04購01
074535,晶豪科元大04購02
076400,華立永豐05購02
071630,禾伸堂元大03購01
00636K,國泰中國A50+U
075272,華邦電永豐05購02
075367,正文國票06購01
077194,鴻海第一07購01
078159,大成鋼凱基07購02
04812P,臺股指元大05售20
066003,台表科國票02購02
071785,冠德兆豐03購01
05321P,嘉晶群益07售02
069479,道瓊銀元大03購06
069677,金像電元大02購09
3011,今皓
04260P,嘉澤元大04售03
04861P,玉晶光統一05售05
059285,台灣50元富01購02
071850,力山元富09購01
076970,世芯群益07購01
066303,泰山永豐01購01
073489,和大統一06購01
074038,道瓊反元大07購01
074463,萬海元富06購02
076264,喬山凱基05購01
077521,T50反1凱基08購01
03007Q,恒指麥證02售06
04380P,臺股指凱基04售16
04913P,台積電元富05售05
064881,聯茂兆豐01購02
066057,華擎元大02購01
069649,正隆凱基02購01
074239,友達凱基04購03
08700P,瑞昱康和01售01
068171,T50反1中信05購02
074501,義隆元富06購01
076845,愛普群益05購02
3027,盛達
058934,台灣50中信03購03
063084,可成凱基9C購01
078982,鴻海麥證06購01
03275P,台積電台新02售02
069167,欣興元大02購07
071228,SP黃豆元富05購01
072679,台灣50富邦05購01
072871,揚明光永豐04購01
076678,大立光凱基05購10
2228,劍麟
069300,滬深2X凱基08購01
070648,群創凱基03購04
071016,彩晶國票05購01
076030,炎洲元大05購01
065746,光寶科元大9C購01
066219,惠特元富01購01
068646,上証2X元大03購05
068934,聯詠永豐02購01
069963,景碩中信02購02
071714,國巨元富07購17
077192,長榮永豐05購03
6226,光鼎
065340,旺宏統一9C購04
070620,鴻海元大03購04
071148,華碩凱基03購02
072018,大立光麥證03購04
077400,玉晶光凱基05購11
03051F,恒指麥證02購04
05024P,滬深2X元大05售08
05304P,旺宏元富09售04
065134,中石化凱基01購01
067623,台積電富邦04購05
070186,聯發科群益02購15
070728,大立光元大03購02
071626,長榮航元大03購03
04071P,台積電國票03售16
070420,SP黃豆永豐02購01
076115,喬山永豐05購01
079027,鴻海元大08購01
04084P,台積電凱基04售07
071746,上緯控永豐03購02
073322,大成國票05購01
073477,玉晶光元大07購01
076392,創意兆豐05購01
08649P,聯發科元大9C售21
072078,松翰永豐03購02
072627,聯電統一05購02
073238,玉晶光群益04購05
073630,聯電永豐04購02
077189,南亞科永豐05購01
077506,康舒兆豐05購01
078798,華通凱基07購01
04347P,大立光中信07售02
05362P,臺股指中信09售05
066860,健策國票02購02
069235,奇鋐康和02購01
070009,國產元大02購01
072151,聯電國票05購02
08711P,鴻海元富07售04
04488P,亞德客元大04售02
03089P,華擎元大01售07
03715P,台積電凱基04售03
04534P,聯發科元富05售04
070490,和大凱基03購02
071283,群創兆豐03購04
076434,美食國票07購01
078331,亞德客凱基07購01
078444,彩晶群益09購03
05050P,道瓊銀元富0B售01
074684,立積統一08購01
03517P,臺股指國票02售06
075780,技嘉凱基05購01
076847,T50反1凱基06購08
04692P,大立光群益05售07
04737P,景碩元大05售05
067868,欣興元大01購07
04506P,台灣50國票04售05
069731,鴻海麥證02購03
070857,為升統一04購01
071573,牧德元富07購01
075796,為升元大05購03
076079,為升康和05購01
078610,台積電第一0A購01
079724,樺漢群益07購01
065505,健鼎永豐9C購01
067298,台積電元大02購04
075701,矽創統一05購02
05272P,華新科富邦06售02
066070,金像電凱基01購03
066475,新光金麥證01購01
072891,臺股指群益04購03
03790P,國巨元大03售05
04642P,臺股指群益05售04
063337,國巨統一02購02
077256,大立光元大05購19
2465,麗臺
064112,宏碁國票01購01
065768,T50反1國票03購02
066555,聯詠元大01購01
069468,玉晶光國票02購08
072610,群創群益03購01
074270,達欣工永豐04購01
079714,大立光群益07購03
03661P,同欣電群益03售03
064992,玉晶光兆豐01購01
066792,T50反1凱基01購03
068399,中興電元富03購01
074529,鴻海元大06購02
066825,智邦群益01購03
075997,奇力新中信05購03
064404,奇力新凱基02購01
066423,智原元大01購02
067044,華碩凱基02購01
069452,南六統一02購05
070445,貿聯統一04購01
074412,健鼎元大04購01
6128,上福
073162,南六元大04購01
073835,台達電元大04購02
079685,臺股指元大07購01
03016P,滬深2X群益01售09
067736,國巨元大02購04
068700,瑞儀凱基03購01
072236,上銀國票04購02
075965,燿華統一05購02
077474,萬海國票07購02
079193,晶碩兆豐07購01
066718,滬深2X元大01購05
069145,聯陽永豐02購01
074509,T50反1國票09購02
076386,聚陽兆豐05購01
08569P,玉晶光永豐9C售09
04750P,友達元富05售04
068619,道瓊銀群益02購01
071213,全新統一03購02
074311,大立光凱基08購01
077085,世芯元富06購01
08538P,聯發科國票01售01
6168,宏齊
03420P,牧德群益02售04
04556P,聯電國泰06售03
2888B,新光金乙特
065241,南電凱基01購02
066010,凌華統一04購01
070494,康控凱基02購03
075933,為升國票07購01
079023,聯電元大08購03
070419,華新科國泰03購03
070713,世紀鋼國票03購02
070747,聚陽群益03購01
071632,群創元大03購07
074159,可成凱基04購07
078442,立積群益06購01
1714,和桐
04166P,臺股指凱基04售10
063737,大立光元大9C購07
067052,帆宣凱基02購01
03715C,T50反1凱基08牛02
05191P,T50正2國票06售01
05397P,南亞科元大06售09
071623,瑞昱元大03購03
072720,華城凱基03購02
076500,台光電凱基05購01
03113P,南電元大01售09
04639P,SGBR2X群益05售03
073365,南亞科元大04購01
065720,義隆兆豐9C購03
066841,臺指反元大04購06
075354,元石油國票07購01
076033,南電元大05購01
066657,滬深2X凱基04購01
067350,鴻海群益02購02
069200,台達電元大02購02
074032,帆宣國票05購01
05015P,台灣50群益05售11
068688,聚陽凱基02購03
078978,國巨日盛07購01
079154,華新科元大07購02
064720,長榮航統一02購01
066836,樺漢群益01購01
071090,敬鵬群益03購01
074796,國泰金統一04購03
066119,T50反1群益02購02
068147,台積電元大02購06
070346,瀚宇博元大02購01
075666,道瓊銀國票06購01
078246,台灣50群益06購01
063214,康控國票9C購01
072729,智易凱基03購02
076339,臺股指元大05購24
03047X,元展44
073104,帆宣統一07購01
077014,國巨凱基05購09
077028,世芯凱基05購01
05065P,景碩群益05售05
065981,超眾元大02購01
068493,聯發科元大01購30
073590,義隆凱基05購01
077452,新光鋼國票07購01
079524,華邦電元大08購02
068316,台灣50元大01購34
068875,正崴凱基02購01
076008,滬深2X元大06購02
04632P,南帝凱基05售04
066150,國巨麥證01購02
073254,聯陽富邦06購01
074557,智邦凱基04購02
075116,世紀鋼群益05購02
077046,光磊永豐05購02
077181,緯穎富邦06購02
078758,新興國票07購01
03284P,上証2X群益02售05
076360,嘉聯益群益05購02
079171,玉晶光麥證06購02
071272,瑞祺凱基03購02
074834,嘉聯益元富04購01
04856P,臺股指元大05售35
065593,達新元大9C購02
070371,聯發科統一03購16
071156,同欣電凱基03購03
065299,燿華元富9C購02
070480,華夏永豐02購01
072281,旺宏元大03購09
079302,群創國泰08購02
03206P,台郡凱基01售05
061447,鴻海中信04購02
062199,臺指反國票02購02
069316,康舒凱基02購01
071795,台灣50國票04購02
076946,廣宇永豐05購03
078260,京鼎群益07購01
05386P,臺股指群益06售14
070999,大立光群益03購07
074278,為升群益05購02
068081,GIS凱基01購03
073788,大立光凱基04購09
08878P,台積電凱基01售11
067287,瀚宇博國票02購01
070807,泰豐元大03購01
072071,康控國泰04購01
077791,建準凱基06購01
078686,南茂元大06購02
03595P,聯發科凱基02售11
060493,美律元富01購01
068839,康控永豐02購01
072319,友達國泰04購03
072924,國巨元大05購03
076762,東鋼元大06購01
078214,友達富邦08購01
08566P,禾伸堂群益9C售01
3090,日電貿
6197,佳必琪
066431,台郡元大02購01
069941,景碩元富08購01
069979,台積電凱基05購01
070786,可成凱基03購03
073297,大立光中信06購01
074380,美利達國票05購01
077016,聯發科凱基05購11
04031P,臺指2X中信05售01
04911P,鴻海元富05售04
069996,可成元富08購01
074452,智易統一06購01
078839,晶技兆豐06購01
067990,台積電元大01購32
068698,聯鈞凱基02購01
075970,大立光統一08購01
065320,技嘉凱基9C購02
065857,嘉聯益元大9C購03
065882,景碩台新9C購03
067527,遠東新群益01購01
074888,國泰金國票05購01
08768P,T50反1凱基02售05
4935,茂林-KY
03862P,台灣50中信07售01
072711,宏達電統一03購04
072913,臺股指凱基07購01
073319,道瓊反國票05購01
076984,世芯元大06購01
077965,友達元大07購03
063617,鴻海兆豐01購01
064243,TPK統一02購02
065956,緯創統一01購01
068704,精元國票03購01
074171,奇鋐統一06購01
074544,愛普元大04購02
2888,新光金
4725,信昌化
066684,T50反1元富07購01
067907,緯創國泰03購01
04759P,台積電群益05售12
05116P,南電元富06售04
070989,世紀鋼元大03購04
072048,宏碁統一03購05
075030,創意元大05購01
078192,友達元大06購02
078901,帆宣元大06購02
079175,可成國泰08購01
08730P,緯穎永豐01售02
3043,科風
065500,健鼎富邦01購01
070839,金像電國泰04購01
3051,力特
066930,台積電國票02購01
074624,牧德凱基04購01
08426P,奇力新國票01售01
061908,台積電中信05購01
066304,聯華永豐01購01
069971,鴻海日盛02購02
078180,彩晶兆豐06購01
079041,聯發科元大06購10
03538P,景碩元富08售02
03652P,欣興元大02售25
071762,玉晶光元大05購02
072084,宏碁國票04購03
077926,京元電群益06購01
077992,南電元大06購09
079669,金像電元大06購06
067883,元金2X群益01購02
069268,玉晶光兆豐03購02
6674,鋐寶科技
068979,欣興元大02購05
069982,大立光凱基06購02
079679,創意元大06購04
066299,潤泰新元大01購01
068491,美律元大01購06
071300,友達元大03購04
077438,長榮航永豐05購02
064771,貿聯中信01購01
065077,鴻海元大01購03
066551,大立光元大01購07
066656,滬深2X凱基03購02
075861,漢唐永豐05購01
077498,中興電兆豐06購02
2460,建通
03402P,大立光凱基02售07
063031,鴻海凱基9C購01
070688,臺股指群益03購02
075056,中石化元富08購02
05151P,台灣50元大06售05
077334,為升中信08購01
08615P,同欣電統一9C售02
9917,中保科
071314,精成科元大03購01
07232P,台灣50元大01售07
072660,鴻海元大03購06
073480,祥碩元大04購06
073711,玉晶光元大07購02
077894,恆大凱基06購01
03009X,元展09
04315P,智邦凱基04售01
064306,和潤兆豐01購01
077087,T50反1富邦06購01
04518P,立積元富0A售01
05122P,南電元大06售01
068733,瑞儀元大02購01
071581,大立光群益03購09
078229,華邦電元富09購02
067010,訊芯永豐01購01
070005,台積電元大02購39
04782P,臺股指國票09售14
059400,滬深2X元富9C購04
075172,和碩統一05購01
079170,大成鋼麥證06購01
00661,元大日經225
03059P,台積電凱基01售19
04969P,台達化凱基05售03
074321,敬鵬元大04購01
077668,大亞凱基06購01
8473,山林水
03272P,台積電統一02售10
063087,南六凱基9C購02
065365,國巨元大9C購19
068763,世紀鋼永豐02購01
075692,上銀統一06購05
077078,技嘉元富05購01
078468,旺宏統一08購01
078789,亞德客康和06購01
061733,聯發科中信01購01
067950,元金2X永豐01購02
069544,宏碁元大02購01
069687,玉晶光元大02購09
073918,精元元大04購04
075053,玉晶光統一07購02
077744,欣興永豐06購01
079199,友達群益07購01
05137P,大立光凱基06售07
064680,創意兆豐01購01
064833,新光金統一02購01
065708,中磊群益9C購01
071206,國巨統一03購08
072265,南紡群益03購01
076052,愛普國票06購03
078589,強茂元大07購02
00683L,元大美元指數正2
064146,瑞昱統一01購03
075768,中磊兆豐06購01
076242,興勤中信05購01
03131P,南亞科元富07售02
03717P,台表科凱基03售03
069556,台積電日盛02購01
070317,京元電群益02購04
070426,國喬統一03購01
072169,義隆永豐03購02
00642U,元大S&P石油
062614,臺指反元大02購11
067170,台積電麥證01購08
072694,華擎永豐03購02
2348,海悅
04389P,聯電元大04售14
04685P,聯電元大05售06
065797,臺指反群益9C購02
067099,友訊群益01購04
069205,友達元大02購02
069270,長興永豐02購01
070098,T50反1元大03購03
076314,南帝元大05購08
077694,FBVIX元大06購02
08889P,台灣50元大01售28
066236,潤泰全富邦01購01
068916,聯詠群益03購02
071379,國巨凱基03購06
072981,台積電元富07購25
074948,旺宏凱基05購01
075436,華新科凱基05購06
03821P,惠特凱基03售03
065438,緯穎凱基9C購04
069985,聯茂凱基02購03
075363,玉晶光國票08購01
078037,嘉澤凱基06購01
063046,聯發科兆豐9C購01
063759,義隆統一9C購01
063962,台達電國票01購01
066237,京鼎富邦04購01
067887,英業達群益01購02
076239,惠特群益05購01
079699,上緯控國票07購03
05014P,聯電台新05售02
064232,鴻海統一01購04
065378,嘉澤元大01購01
077318,國巨永豐05購03
079720,牧德群益07購01
064458,玉晶光統一01購09
065184,和大統一02購04
071780,台塑兆豐03購01
072164,聯發科國泰05購03
076973,奇力新中信05購04
069779,康舒元大02購03
076836,全新兆豐06購01
08838P,台灣50麥證01售02
059632,聯發科凱基01購01
071563,臺股指元大04購10
071735,上証2X國泰04購01
071914,瑞昱元大03購05
076379,日月光凱基06購02
077571,聯發科元大05購20
064060,同欣電麥證01購01
067266,義隆國泰03購01
071278,技嘉兆豐04購01
067231,台積電群益01購12
069198,聯電元大02購06
075085,晶豪科國泰07購01
08573P,台積電凱基9C售06
08962P,大立光凱基03售05
070803,智易國票03購02
1615,大山
03063P,臺股指凱基04售03
066348,松翰永豐01購01
072594,泰鼎永豐03購02
073128,永冠元大04購01
08644P,臺股指中信02售02
03283P,台灣50群益03售03
064081,國產中信06購01
065941,超眾群益02購01
066131,群光群益02購01
066745,瀚宇博元大01購01
075312,喬山元大05購01
076641,國揚元大05購04
3005,神基
03550P,聯茂凱基02售02
